frame_idx,t_rppg,rppg_n,t_gt_pair,ppg_n_pair,lag_samples,lag_frames
0,0.0,0.20842102865677997,0.0,0.03014139977326523,0.0,0.0
1,0.03379458777649084,1.9029181218343412,0.03379458777649084,0.6422983109367707,0.0,0.0
2,0.06758917555298168,3.12813850498563,0.06758917555298168,1.1968351069602226,0.0,0.0
3,0.10138376332947252,3.597179285254931,0.10138376332947252,1.6230295780680422,0.0,0.0
4,0.13517835110596335,3.2954724040650123,0.13517835110596335,1.8474819496666897,0.0,0.0
5,0.1689729388824542,2.4590612695818774,0.1689729388824542,1.8278327266930596,0.0,0.0
6,0.20276752665894504,1.4593001244997084,0.20276752665894504,1.5834200923005366,0.0,0.0
7,0.2365621144354359,0.6480702066471751,0.2365621144354359,1.1946296393099618,0.0,0.0
8,0.2703567022119267,0.22017954170719875,0.2703567022119267,0.7654589817584712,0.0,0.0
9,0.30415128998841756,0.14256727903157176,0.30415128998841756,0.3722656580107638,0.0,0.0
10,0.3379458777649084,0.18718632962412976,0.3379458777649084,0.03349231003463075,0.0,0.0
11,0.3717404655413992,0.06839687606259752,0.3717404655413992,-0.2782512456651834,0.0,0.0
12,0.4055350533178901,-0.3763210387976042,0.4055350533178901,-0.5897320817546958,0.0,0.0
13,0.43932964109438094,-1.0697839324705662,0.43932964109438094,-0.8796468305930156,0.0,0.0
14,0.4731242288708718,-1.7262547427176802,0.4731242288708718,-1.0671843837155846,0.0,0.0
15,0.5069188166473626,-2.019633683090696,0.5069188166473626,-1.0511133024609627,0.0,0.0
16,0.5407134044238534,-1.782152840383925,0.5407134044238534,-0.7784921530670426,0.0,0.0
17,0.5745079922003443,-1.1058459856257588,0.5745079922003443,-0.2976574780275762,0.0,0.0
18,0.6083025799768351,-0.28673798668186007,0.6083025799768351,0.24419495653473103,0.0,0.0
19,0.6420971677533259,0.3456676145015456,0.6420971677533259,0.6637686409835503,0.0,0.0
20,0.6758917555298168,0.6035985977737776,0.6758917555298168,0.8291568147086706,0.0,0.0
21,0.7096863433063076,0.5150684584069363,0.7096863433063076,0.719305377984137,0.0,0.0
22,0.7434809310827984,0.2587962879384135,0.7434809310827984,0.4210712757805279,0.0,0.0
23,0.7772755188592894,0.013209314046081196,0.7772755188592894,0.06956187511717671,0.0,0.0
24,0.8110701066357802,-0.16992763696112517,0.8110701066357802,-0.22854130773297765,0.0,0.0
25,0.8448646944122711,-0.3760804502619114,0.8448646944122711,-0.44187267399839236,0.0,0.0
26,0.8786592821887619,-0.719142850034344,0.8786592821887619,-0.6063271363696837,0.0,0.0
27,0.9124538699652527,-1.2019760309816758,0.9124538699652527,-0.7722370268627539,0.0,0.0
28,0.9462484577417436,-1.6589816328876685,0.9462484577417436,-0.9447087551621173,0.0,0.0
29,0.9800430455182344,-1.8300018337671042,0.9800430455182344,-1.0591913114176792,0.0,0.0
30,1.0138376332947252,-1.5172400732820939,1.0138376332947252,-1.0121070297416164,0.0,0.0
31,1.0476322210712161,-0.7197465357313633,1.0476322210712161,-0.7301790273437732,0.0,0.0
32,1.0814268088477068,0.34237040699839927,1.0814268088477068,-0.2340920071702452,0.0,0.0
33,1.1152213966241977,1.3300523741404482,1.1152213966241977,0.34825077955820855,0.0,0.0
34,1.1490159844006886,1.954236697533354,1.1490159844006886,0.8334120821257962,0.0,0.0
35,1.1828105721771793,2.116757675583147,1.1828105721771793,1.0713214391348909,0.0,0.0
36,1.2166051599536702,1.9457565699448898,1.2166051599536702,1.0183336897382753,0.0,0.0
37,1.2503997477301612,1.7049126641592212,1.2503997477301612,0.7510475687359485,0.0,0.0
38,1.2841943355066519,1.6267148907751665,1.2841943355066519,0.415065188595018,0.0,0.0
39,1.3179889232831428,1.7696585303224048,1.3179889232831428,0.14221249802187386,0.0,0.0
40,1.3517835110596337,1.991532234249739,1.3517835110596337,-0.014023791177795276,0.0,0.0
41,1.3855780988361244,2.0592147414493565,1.3855780988361244,-0.08929949347407816,0.0,0.0
42,1.4193726866126153,1.821623353400582,1.4193726866126153,-0.1633432107592228,0.0,0.0
43,1.4531672743891062,1.3251960862077,1.4531672743891062,-0.28956200822462325,0.0,0.0
44,1.486961862165597,0.7904368478224147,1.486961862165597,-0.44425201024465133,0.0,0.0
45,1.5207564499420878,0.46534278242009464,1.5207564499420878,-0.5290568988559489,0.0,0.0
46,1.5545510377185787,0.453697762395747,1.5545510377185787,-0.4289665930840317,0.0,0.0
47,1.5883456254950696,0.6288365249700482,1.5883456254950696,-0.0933356587152571,0.0,0.0
48,1.6221402132715603,0.68667555037368,1.6221402132715603,0.41042670739364867,0.0,0.0
49,1.6559348010480512,0.30676445403159874,1.6559348010480512,0.9086323718993929,0.0,0.0
50,1.6897293888245422,-0.6711946419191376,1.6897293888245422,1.1987794757699393,0.0,0.0
51,1.7235239766010328,-2.150650273953589,1.7235239766010328,1.1514392743178945,0.0,0.0
52,1.7573185643775238,-3.805074853202162,1.7573185643775238,0.7772977314533122,0.0,0.0
53,1.7911131521540147,-5.205724827503112,1.7911131521540147,0.21902207623950898,0.0,0.0
54,1.8249077399305054,-5.98541941467551,1.8249077399305054,-0.3272274951155947,0.0,0.0
55,1.8587023277069963,-5.967157922340677,1.8587023277069963,-0.7130795318404805,0.0,0.0
56,1.8924969154834872,-5.209008748859534,1.8924969154834872,-0.9015615983658214,0.0,0.0
57,1.9262915032599779,-3.9573198307401167,1.9262915032599779,-0.957464125297734,0.0,0.0
58,1.9600860910364688,-2.5393559942057147,1.9600860910364688,-0.9754588591038262,0.0,0.0
59,1.9938806788129597,-1.2436119390242673,1.9938806788129597,-0.9960624357028953,0.0,0.0
60,2.0276752665894504,-0.2320536446619754,2.0276752665894504,-0.9671255962508569,0.0,0.0
61,2.0614698543659413,0.48603362655282195,2.0614698543659413,-0.7795070277612164,0.0,0.0
62,2.0952644421424322,1.0155704315073384,2.0952644421424322,-0.3564618348333816,0.0,0.0
63,2.129059029918923,1.501214408949843,2.129059029918923,0.26306565512479,0.0,0.0
64,2.1628536176954136,2.0562881081598055,1.858702327706996,-0.7130795318404779,9.0,266.314833
65,2.1966482054719045,2.7175282424702036,1.892496915483487,-0.9015615983658202,9.0,266.314833
