win_idx,t_start,t_end,t_center,n_frames,lag_sec,lag_frames
0,1.0,9.0,5.0,238,0.06722537451340173,2.0
1,2.0,10.0,6.0,238,1.4117328647814362,42.0
2,3.0,11.0,7.0,238,0.7394791196474192,22.0
3,4.0,12.0,8.0,238,0.1008380617701026,3.0
4,5.0,13.0,9.0,238,0.13445074902680346,4.0
5,6.0,14.0,10.0,238,0.13445074902680346,4.0
6,7.0,15.0,11.0,238,0.1008380617701026,3.0
7,8.0,16.0,12.0,238,0.7394791196474192,22.0
8,9.0,17.0,13.0,238,-0.23528881079690606,-7.0
9,10.0,18.0,14.0,238,-0.2016761235402052,-6.0
10,11.0,19.0,15.0,238,0.7058664323907181,21.0
11,12.0,20.0,16.0,238,-0.2352888107969061,-7.0
12,13.0,21.0,17.0,238,0.0,0.0
13,14.0,22.0,18.0,238,-0.03361268725670087,-0.9999999999999999
14,15.0,23.0,19.0,238,-0.6386410578773165,-18.999999999999996
15,16.0,24.0,20.0,238,-0.033612687256700864,-1.0
16,17.0,25.0,21.0,238,-0.06722537451340176,-2.0
17,18.0,26.0,22.0,238,-0.06722537451340173,-2.0
18,19.0,27.0,23.0,238,-0.06722537451340173,-2.0
19,20.0,28.0,24.0,238,-0.06722537451340173,-2.0
20,21.0,29.0,25.0,238,-0.033612687256700864,-1.0
21,22.0,30.0,26.0,238,1.1428313667278294,34.0
22,23.0,31.0,27.0,238,0.0,0.0
23,24.0,32.0,28.0,238,0.6050283706206158,18.0
24,25.0,33.0,29.0,238,0.03361268725670088,1.0
25,26.0,34.0,30.0,238,0.033612687256700864,1.0
26,27.0,35.0,31.0,238,1.747859737348445,52.0
27,28.0,36.0,32.0,238,0.0,0.0
28,29.0,37.0,33.0,238,-1.1764440539845307,-35.0
29,30.0,38.0,34.0,238,-1.781472424605145,-53.0
30,31.0,39.0,35.0,238,-0.3361268725670086,-10.0
31,32.0,40.0,36.0,238,-0.1008380617701026,-3.0
32,33.0,41.0,37.0,238,-0.1008380617701026,-3.0
33,34.0,42.0,38.0,238,-0.10083806177010268,-3.0
34,35.0,43.0,39.0,238,-0.1008380617701026,-3.0
35,36.0,44.0,40.0,238,-0.30251418531030777,-9.0
36,37.0,45.0,41.0,238,-0.30251418531030777,-9.0
37,38.0,46.0,42.0,238,-0.2689014980536069,-8.0
38,39.0,47.0,43.0,238,-0.033612687256700864,-1.0
39,40.0,48.0,44.0,238,0.0,0.0
40,41.0,49.0,45.0,238,0.0,0.0
41,42.0,50.0,46.0,238,0.3361268725670086,10.0
42,43.0,51.0,47.0,238,0.03361268725670089,1.0
43,44.0,52.0,48.0,238,0.033612687256700864,1.0
44,45.0,53.0,49.0,238,0.033612687256700864,1.0
45,46.0,54.0,50.0,238,0.0,0.0
46,47.0,55.0,51.0,238,0.033612687256700864,1.0
47,48.0,56.0,52.0,238,0.033612687256700864,1.0
48,49.0,57.0,53.0,238,-0.5378029961072138,-16.0
49,50.0,58.0,54.0,238,-0.5378029961072138,-16.0
50,51.0,59.0,55.0,238,-0.5378029961072138,-16.0
51,52.0,60.0,56.0,238,-0.5378029961072138,-16.0
52,53.0,61.0,57.0,238,-0.504190308850513,-15.0
53,54.0,62.0,58.0,238,0.1008380617701026,3.0
54,55.0,63.0,59.0,238,0.1008380617701026,3.0
55,56.0,64.0,60.0,238,0.13445074902680357,4.0
56,57.0,65.0,61.0,238,-0.43696493433711125,-13.0
57,58.0,66.0,62.0,238,-0.43696493433711125,-13.0
58,59.0,67.0,63.0,238,-1.546183613808241,-46.0
