frame_idx,t_rppg,rppg_n,t_gt_pair,ppg_n_pair,lag_samples,lag_frames
0,0.0,0.09312825561150642,0.27011176211797333,0.20891698746989676,-8.0,-236.93896
1,0.033763970264746666,0.16410868746287358,0.30387573238272,0.2825733580916735,-8.0,-236.93896
2,0.06752794052949333,0.18690980133947102,0.3376397026474667,0.35634796722130657,-8.0,-236.93896
3,0.10129191079423999,0.19976516604751984,0.3714036729122133,0.3327179197524315,-8.0,-236.93896
4,0.13505588105898667,0.3276053201299836,0.40516764317695997,0.18222737725176746,-8.0,-236.93896
5,0.16881985132373334,0.6951395639067058,0.43893161344170667,-0.05921659425408463,-8.0,-236.93896
6,0.20258382158847998,1.320200095692658,0.4726955837064533,-0.32790380643026773,-8.0,-236.93896
7,0.23634779185322666,2.071934841244954,0.5064595539712,-0.5764977561587589,-8.0,-236.93896
8,0.27011176211797333,2.724116057585679,0.5402235242359467,-0.7965952202780746,-8.0,-236.93896
9,0.30387573238272,3.063269246469819,0.5739874945006933,-1.006820083121321,-8.0,-236.93896
10,0.3376397026474667,2.981932999767951,0.6077514647654401,-1.215606042380384,-8.0,-236.93896
11,0.3714036729122133,2.5112701370051753,0.6415154350301866,-1.3850090289732302,-8.0,-236.93896
12,0.40516764317695997,1.7913697133544415,0.6752794052949334,-1.424418765509981,-8.0,-236.93896
13,0.43893161344170667,1.005423277238571,0.70904337555968,-1.2274006162559967,-8.0,-236.93896
14,0.4726955837064533,0.3076289933515015,0.7428073458244266,-0.7374537259504405,-8.0,-236.93896
15,0.5064595539712,-0.23095792491648395,0.7765713160891734,-0.004864381373737444,-8.0,-236.93896
16,0.5402235242359467,-0.638454206600152,0.8103352863539199,0.8055991358587039,-8.0,-236.93896
17,0.5739874945006933,-1.0086665961450105,0.8440992566186667,1.4712308575623898,-8.0,-236.93896
18,0.60775146476544,-1.4292160741924742,0.8778632268834132,1.807680981881135,-8.0,-236.93896
19,0.6415154350301867,-1.9096427448662265,0.91162719714816,1.7530477547409389,-8.0,-236.93896
20,0.6752794052949334,-2.3563485786157212,0.9453911674129067,1.3925774963989692,-8.0,-236.93896
21,0.70904337555968,-2.616387178764014,0.9791551376776533,0.9110712774698763,-8.0,-236.93896
22,0.7428073458244266,-2.5662007177678268,1.0129191079424,0.5009566151510209,-8.0,-236.93896
23,0.7765713160891733,-2.1883886991343746,1.0466830782071466,0.27624555607677564,-8.0,-236.93896
24,0.8103352863539199,-1.5871519907272422,1.0804470484718933,0.23523625420014813,-8.0,-236.93896
25,0.8440992566186667,-0.9355929220334476,1.11421101873664,0.2848654385816433,-8.0,-236.93896
26,0.8778632268834133,-0.3916048758903885,1.1479749890013866,0.3055573345214727,-8.0,-236.93896
27,0.91162719714816,-0.03300445998094088,1.1817389592661334,0.21627827697376217,-8.0,-236.93896
28,0.9453911674129066,0.1573819441222819,1.21550292953088,0.004758331992495696,-8.0,-236.93896
29,0.9791551376776533,0.26060429799298973,1.2492668997956267,-0.2873372864047266,-8.0,-236.93896
30,1.0129191079424,0.37241967522233677,1.2830308700603734,-0.6058847373100998,-8.0,-236.93896
31,1.0466830782071466,0.5635194935775916,1.31679484032512,-0.9189876567542163,-8.0,-236.93896
32,1.0804470484718933,0.8585651513964665,1.3505588105898667,-1.2190726547005204,-8.0,-236.93896
33,1.11421101873664,1.228477372080107,1.3843227808546135,-1.4923199615769336,-8.0,-236.93896
34,1.1479749890013866,1.5908854146793656,1.41808675111936,-1.6826940113836049,-8.0,-236.93896
35,1.1817389592661334,1.8224969071064623,1.4518507213841068,-1.687257691091725,-8.0,-236.93896
36,1.21550292953088,1.7906872625696666,1.4856146916488533,-1.4009692171022488,-8.0,-236.93896
37,1.2492668997956267,1.4045584506571274,1.5193786619136,-0.791710311297546,-8.0,-236.93896
38,1.2830308700603734,0.6709117790180289,1.5531426321783468,0.044222792909045495,-8.0,-236.93896
39,1.31679484032512,-0.27401154134353434,1.5869066024430933,0.8932241108161689,-8.0,-236.93896
40,1.3505588105898667,-1.1865805773008498,1.62067057270784,1.509051222275682,-8.0,-236.93896
41,1.3843227808546132,-1.797305819352831,1.6544345429725866,1.7271778980034205,-8.0,-236.93896
42,1.41808675111936,-1.9199344224636696,1.6881985132373334,1.5417052804119027,-8.0,-236.93896
43,1.4518507213841065,-1.5326419511534086,1.72196248350208,1.0999518907355001,-8.0,-236.93896
44,1.4856146916488533,-0.7866582480815197,1.7557264537668267,0.6206136709717122,-8.0,-236.93896
45,1.5193786619136,0.06270776640989595,1.7894904240315734,0.2851224596951602,-8.0,-236.93896
46,1.5531426321783466,0.7654428562547111,1.82325439429632,0.162048502616682,-8.0,-236.93896
47,1.5869066024430933,1.1709430519404354,1.8570183645610667,0.19915370341150532,-8.0,-236.93896
48,1.6206705727078399,1.2648054073487973,1.8907823348258133,0.27620729505058833,-8.0,-236.93896
49,1.6544345429725866,1.139631386197572,1.92454630509056,0.2797156866521942,-8.0,-236.93896
50,1.6881985132373334,0.9242356160780792,1.9583102753553068,0.1554323450271632,-8.0,-236.93896
51,1.72196248350208,0.7130383867619405,1.9920742456200533,-0.0843455951710067,-8.0,-236.93896
52,1.7557264537668267,0.5322979349729777,2.0258382158848,-0.3901443810530868,-8.0,-236.93896
53,1.7894904240315732,0.3550559558233461,2.0596021861495464,-0.7117249763801046,-8.0,-236.93896
54,1.82325439429632,0.14643617515881616,2.093366156414293,-1.0135870073735525,-8.0,-236.93896
55,1.8570183645610667,-0.09553437428136148,2.12713012667904,-1.262680298048081,-8.0,-236.93896
56,1.8907823348258133,-0.33110153857921487,2.1608940969437866,-1.4062106635599745,-8.0,-236.93896
57,1.92454630509056,-0.5051343524345508,2.1946580672085334,-1.3679973851229146,-8.0,-236.93896
58,1.9583102753553066,-0.587675445403504,2.2284220374732797,-1.079301419305037,-8.0,-236.93896
59,1.9920742456200533,-0.5991601084923615,2.2621860077380265,-0.5315486523331171,-8.0,-236.93896
60,2.0258382158848,-0.6021866916996302,2.2959499780027732,0.1853962572186997,-8.0,-236.93896
61,2.059602186149547,-0.6643599654008215,2.32971394826752,0.8944412386656382,-8.0,-236.93896
62,2.093366156414293,-0.8151593010048858,2.3634779185322663,1.3976011879851542,-8.0,-236.93896
63,2.12713012667904,-1.0228767612125595,2.397241888797013,1.5648933470610256,-8.0,-236.93896
64,2.1608940969437866,-1.2050999837446843,2.43100585906176,1.3944196799948072,-8.0,-236.93896
65,2.1946580672085334,-1.2668212011423623,2.4647698293265066,1.007762733462016,-8.0,-236.93896
66,2.22842203747328,-1.145638309281471,2.4985337995912533,0.5840859509444705,-8.0,-236.93896
67,2.2621860077380265,-0.8408764169924987,2.5322977698559996,0.2720445707925977,-8.0,-236.93896
68,2.2959499780027732,-0.4125575226354776,2.5660617401207464,0.12813580435996924,-8.0,-236.93896
69,2.32971394826752,0.047911915805241206,2.566061740120747,0.12813580435996733,-7.0,-207.32159000000001
70,2.3634779185322667,0.4578228211514272,2.5998257103854936,0.11046847709453794,-7.0,-207.32159000000001
71,2.3972418887970135,0.7705864358580667,2.6335896806502403,0.12312397117885535,-7.0,-207.32159000000001
72,2.43100585906176,0.977027363791851,2.6673536509149867,0.07926484325789714,-7.0,-207.32159000000001
73,2.4647698293265066,1.0872190095210206,2.7011176211797334,-0.05463462433044754,-7.0,-207.32159000000001
74,2.4985337995912533,1.1139558046478406,2.73488159144448,-0.25468971505168286,-7.0,-207.32159000000001
75,2.532297769856,1.0744285749567102,2.768645561709227,-0.4701898404402495,-7.0,-207.32159000000001
76,2.566061740120747,1.0050287000786955,2.8024095319739737,-0.6630335798026246,-7.0,-207.32159000000001
77,2.599825710385493,0.9647935602088583,2.83617350223872,-0.8276188183952276,-7.0,-207.32159000000001
78,2.63358968065024,1.008272991516325,2.8699374725034668,-0.9783879941489961,-7.0,-207.32159000000001
79,2.6673536509149867,1.1388432745833743,2.9037014427682135,-1.1157784387606287,-7.0,-207.32159000000001
80,2.7011176211797334,1.2795412697995765,2.9374654130329603,-1.1980636445904433,-7.0,-207.32159000000001
81,2.7348815914444797,1.29173953450162,2.9712293832977066,-1.145226738075448,-7.0,-207.32159000000001
82,2.7686455617092265,1.0383965811730886,3.0049933535624533,-0.8806316376743032,-7.0,-207.32159000000001
83,2.8024095319739732,0.45907211274273124,3.0725212940919464,0.25074660826101963,-8.0,-236.93896
84,2.83617350223872,-0.38267683992661816,3.106285264356693,0.8768826945969956,-8.0,-236.93896
85,2.8699374725034668,-1.3057997939280854,3.14004923462144,1.31496805183839,-8.0,-236.93896
86,2.903701442768213,-2.0743678041520544,3.1738132048861862,1.455532905103823,-8.0,-236.93896
87,2.93746541303296,-2.490343714965417,3.207577175150933,1.303709886241247,-8.0,-236.93896
88,2.9712293832977066,-2.4709229764626985,3.2413411454156797,0.9701877042286291,-8.0,-236.93896
