frame_idx,t_rppg,rppg_n,t_gt_pair,ppg_n_pair,lag_samples,lag_frames
0,43.02051023947284,1.0953778420773705,44.00055328499108,-0.44196458650871784,-29.0,-858.1255730000005
1,43.05430482724933,1.240767052205264,44.03434787276757,0.6356118117012999,-29.0,-858.1255730000005
2,43.08809941502582,0.7478209586652054,44.06814246054406,1.5719225112901158,-29.0,-858.1255730000005
3,43.121894002802314,-0.3042143639468252,44.10193704832055,2.0779240692570724,-29.0,-858.1255730000005
4,43.155688590578805,-1.5225222033802646,44.13573163609704,2.0478249505586,-29.0,-858.1255730000005
5,43.189483178355296,-2.358890018484853,44.16952622387353,1.5925337090236595,-29.0,-858.1255730000005
6,43.22327776613179,-2.3826516798071053,44.20332081165002,0.957630693458815,-29.0,-858.1255730000005
7,43.25707235390828,-1.5253868322115502,44.237115399426514,0.38056548653586075,-29.0,-858.1255730000005
8,43.29086694168477,-0.15161885394208904,44.270909987203005,-0.02683904290344567,-29.0,-858.1255730000005
9,43.32466152946126,1.1056972260204314,44.304704574979496,-0.3057397119117666,-29.0,-858.1255730000005
10,43.35845611723775,1.6746823341303687,44.33849916275599,-0.5793099874419333,-29.0,-858.1255730000005
11,43.39225070501424,1.3577494983363576,44.37229375053248,-0.9332806017369234,-29.0,-858.1255730000005
12,43.42604529279073,0.43475169693992555,44.40608833830897,-1.3254977041154494,-29.0,-858.1255730000005
13,43.45983988056722,-0.5150326021178966,44.43988292608546,-1.5846479280277441,-29.0,-858.1255730000005
14,43.493634468343714,-0.9591976873435155,44.47367751386195,-1.5046550124327047,-29.0,-858.1255730000005
15,43.527429056120205,-0.7098922582156794,44.50747210163844,-0.980657333012573,-29.0,-858.1255730000005
16,43.561223643896696,-0.0002133843021820698,44.54126668941493,-0.10148772495602942,-29.0,-858.1255730000005
17,43.59501823167319,0.6924374757554027,44.57506127719142,0.8649393803394236,-29.0,-858.1255730000005
18,43.62881281944968,0.9607577096191705,44.608855864967914,1.5921622595628737,-29.0,-858.1255730000005
19,43.66260740722617,0.7224913354463643,44.642650452744405,1.8531383261818186,-29.0,-858.1255730000005
20,43.69640199500266,0.25173394514169684,44.676445040520896,1.6230311770225354,-29.0,-858.1255730000005
21,43.73019658277915,-0.03144699916041608,44.71023962829739,1.0696039146265457,-29.0,-858.1255730000005
22,43.76399117055564,0.13626501524396845,44.74403421607388,0.443699796386162,-29.0,-858.1255730000005
23,43.79778575833213,0.6766801870770041,44.77782880385037,-0.059983910831512825,-29.0,-858.1255730000005
24,43.83158034610862,1.2228838388133478,44.81162339162686,-0.3899909750938988,-29.0,-858.1255730000005
25,43.865374933885114,1.3629342627645658,44.84541797940335,-0.6280612490425194,-29.0,-858.1255730000005
26,43.899169521661605,0.9066285083815351,44.87921256717984,-0.8965737755297475,-29.0,-858.1255730000005
27,43.932964109438096,0.003853018163120876,44.91300715495633,-1.2454342568834664,-29.0,-858.1255730000005
28,43.96675869721459,-0.9510579600357283,44.94680174273282,-1.590333575960098,-29.0,-858.1255730000005
29,44.00055328499108,-1.5527969935070032,44.980596330509314,-1.7431031712105671,-29.0,-858.1255730000005
30,44.03434787276757,-1.5986893253930223,45.014390918285805,-1.5200701650575605,-29.0,-858.1255730000005
31,44.06814246054406,-1.1573898572561057,45.048185506062296,-0.8659105967956131,-29.0,-858.1255730000005
32,44.10193704832055,-0.4809926244385577,45.08198009383879,0.08329909879330939,-29.0,-858.1255730000005
33,44.13573163609704,0.15228732161955766,45.11577468161528,1.0421453562674317,-29.0,-858.1255730000005
34,44.16952622387353,0.5632461341030326,45.14956926939177,1.7052875403717405,-29.0,-858.1255730000005
35,44.20332081165002,0.7163863935570178,45.18336385716826,1.8919801501909257,-29.0,-858.1255730000005
36,44.237115399426514,0.6903682843380173,45.21715844494475,1.6231432811390996,-29.0,-858.1255730000005
37,44.270909987203005,0.6024643244299296,45.25095303272124,1.0898143176196133,-29.0,-858.1255730000005
38,44.30470457497949,0.5222502150923637,45.284747620497726,0.5368256255764283,-29.0,-858.1255730000005
39,44.33849916275598,0.41789678369093763,45.318542208274216,0.13218118338794357,-29.0,-858.1255730000005
40,44.37229375053247,0.17393316041521653,45.35233679605071,-0.10499553966604637,-29.0,-858.1255730000005
41,44.40608833830896,-0.3161296555100859,45.3861313838272,-0.2831044299496333,-29.0,-858.1255730000005
42,44.43988292608545,-1.0343677674294074,45.41992597160369,-0.5417780504824108,-29.0,-858.1255730000005
